count,hate_speech_count,offensive_language_count,neither_count,class,tweet,binary_class,tweet_length,word_count
3,0,0,3,2,whatskillfe guess ill trash draw roster chang,safe,157,14
3,0,3,0,1,haahaa dumb bitch,unsafe,28,4
3,1,2,0,1,rt coldheart wdnick still cant see nigger see white hoe dont everrrrrr,unsafe,142,18
3,0,0,3,2,nerv work cos monkey,safe,72,11
3,0,3,0,1,rt livibadd mani pretti bitch come birthday dinner,unsafe,86,12
3,1,2,0,1,rt sedsinc nigger rt vonshayeb move made black ass must take nap,unsafe,105,17
3,0,3,0,1,rt michydo everi week hoe parti see hoe everi citi parti event,unsafe,107,20
3,0,3,0,1,rt funnyjulius actrist rt sheebonyblack hotkommod adao u bitch trip smh,unsafe,175,13
3,0,3,0,1,youv good friend glad got honki ass let fuck shit year,unsafe,112,22
3,0,3,0,1,hate ya bitch ass,unsafe,47,6
3,0,3,0,1,dubpeeworld new wave bitch wear mini shovel hand,unsafe,99,14
3,0,3,0,1,cunt,unsafe,14,2
3,0,0,3,2,monkey mad,safe,20,3
3,0,3,0,1,rt williebeaminn vinchi bitch get bat sumn ak voic,unsafe,87,12
3,0,3,0,1,damn roach got dick n pussi lol,unsafe,105,13
3,0,3,0,1,rt ebreload wdnick kinghov swear god bitch im bouta delet twitter account,unsafe,163,16
3,0,2,1,1,rt freegeezi co worker talk what twitter name oh hoe could never screen shot boss,unsafe,138,24
3,0,3,0,1,rt kinghov fox got dem bitch huh,unsafe,115,8
3,1,2,0,1,fuck bitch rachel need die pleas,unsafe,145,9
3,0,3,0,1,ugli bitch get love,unsafe,33,5
3,0,3,0,1,rt kinghov thinkin errbodi wanna give pussi,unsafe,82,12
3,0,3,0,1,rt thatmclovin yass bitch yass vikkinosecret soon,unsafe,113,11
3,0,3,0,1,rt trashasstweet wake bae hoe tl,unsafe,98,16
3,0,3,0,1,rt reddaddi wait got ole ladi still quench yo girl unfaith water fountain hoe,unsafe,133,24
3,0,3,0,1,al yall tweakin wit wce shit aint way hell u like bitch everi singl day,unsafe,135,21
3,0,3,0,1,rt kinghorsedick welp rt theplasticpop prettier bitch usual lose lol scienc,unsafe,114,15
3,1,2,0,1,rt kinghov niggaz get free pussi bounc beat alon,unsafe,129,12
3,0,2,1,1,foh rt mizzcrem idgt rt ethehustla good pussi dont neva get tire,unsafe,103,13
3,0,3,0,1,rt esckmotr swear nigga use step one foot bus bitch would like nextttt,unsafe,177,22
3,0,3,0,1,rt vineforthebyrd bae go text hoe,unsafe,100,10
3,0,3,0,1,rt trynabefam bree trash sinc,unsafe,103,9
6,1,0,5,2,rt kinghov work imma real uncl tom,safe,91,9
3,0,3,0,1,rt realityybit nope thts wht say rt peachdulc im hoe im peopl person,unsafe,189,21
3,0,3,0,1,bitch moreno valley,unsafe,59,7
3,2,1,0,0,rt kinghov recruit buku fag herea warehous place,unsafe,114,15
6,0,5,1,1,rt prttyn wdnick think dem hoe lahhh regularmi co worker mess omarion bm,unsafe,141,20
6,0,6,0,1,rt uboyrock hoe selfish,unsafe,72,7
3,0,3,0,1,rt ariluvsal nicca yall need live money pussi hobbi sum guidanc bunch petti miser dick n booti ass boy,unsafe,146,25
3,0,3,0,1,rt winterlov thisisyoungdj everi girl got wcw fake gay til time eat sum pussi im lol,unsafe,182,26
3,1,2,0,1,oh bitch midi must crazi,unsafe,64,8
3,0,2,1,1,well damn rt jackthejokst ya side hoe claim boyfriend,unsafe,109,14
3,1,2,0,1,yall femal let sink min moment silenc get yall bitch think right,unsafe,158,20
3,0,2,1,1,rt idom vodka hoe bent,unsafe,84,12
3,0,3,0,1,rt midcityac yall excit strip mall built louisiana claiborn bitch gone fiya,unsafe,170,22
3,0,3,0,1,datruthh dont em girl lol rt thelaurenway yall threesom girl eat pussi,unsafe,148,22
3,0,3,0,1,rt planetpob real men eat pussi,unsafe,67,7
3,0,3,0,1,rt keyourheart dont want man txtn tlkn lookin yet alon speakin hoe im insecur yall hoe cant trust,unsafe,148,26
3,0,2,1,1,rt naybtw amaz nigga fuck w everi bitch nigga tri talk bitch wanna cri need answer,unsafe,156,30
3,0,3,0,1,littl genius man need class u help nig cool af man,unsafe,110,24
3,0,2,1,1,como se llama el nio ms delgado de japn yocomo poko gino,unsafe,134,14
3,0,0,3,2,lbum de foto csitali tsfairi tail satan soul mirajan strauss made sim happi,safe,129,18
3,2,0,1,0,lbum de foto gaywrit make project queer student harvard highlight,unsafe,135,19
3,0,0,3,2,chillin homi what left british rapper turn isi jihadi pose sever head tcot,safe,158,20
3,1,2,0,1,ddtoddler peopl refer girlfriend bitch know sound mean lol,unsafe,145,24
3,0,3,0,1,anddon fuck east st john fan famili amp friend shut yo bitch ass,unsafe,110,18
3,0,3,0,1,muneyi unfollow bitch thot bitch got fire sonicsh mustv tweet,unsafe,107,16
3,0,3,0,1,cvasquez brother bitch pussi faggot etc like get beat dont,unsafe,110,17
3,0,3,0,1,rell got paid million dollar eat nugget shit would u eat smash bitch,unsafe,113,20
3,0,3,0,1,bluntsjorg lol bitch funni min toss ass curb,unsafe,132,19
3,0,3,0,1,hoodbgud uceina bitch ear mama told talk bitch sojk,unsafe,142,18
3,0,3,0,1,mayor bad breath aint cute even call bad bitch usual caus shitti attitud unk aint ever lie,unsafe,148,26
3,0,3,0,1,binko denzi tryna hoe broski izzi,unsafe,70,7
3,0,2,1,1,realroy vomitdatruth chunki nug doesnt even hook like,unsafe,114,17
3,0,3,0,1,tysonrap aye nigga tryna freestyl trash though lol,unsafe,79,10
3,0,3,0,1,tysonrap saw homeless man sleep box surround bubbl wrap must new alarm system arent even funni bitch,unsafe,148,24
3,0,3,0,1,nole bitch look dumber dumber minut gtgtgtgtgtgtgt matthometeam,unsafe,124,13
3,0,3,0,1,acino even though trunk one main charact dragon ball gt lowkey weak weak noth lowkey shit trash,unsafe,154,24
3,0,3,0,1,abadbitchcost omg yall see bag weed dog bitch like fasho lmfaooooo,unsafe,127,18
3,0,3,0,1,achussl women slut freshman year colleg let hoe great,unsafe,99,15
3,0,3,0,1,alaquannd woaaaahh coat though lolnigga warm hoe,unsafe,81,11
3,0,0,3,2,atruecowboy truth distanc love bird,safe,108,13
3,0,0,3,2,abrown frogger best game ever cuz suck flappi bird,safe,83,12
3,0,3,0,1,abrown lmao dylan got call pussi mr wagggggi take skill,unsafe,119,16
3,1,2,0,1,abstractlif nigel still rather trash ass geno smith alex sick man u still cant tell alex suck blind man,unsafe,151,25
3,0,0,3,2,abstractlif nigeldixon seantharrington orton trash idc aint play trashlex smith sat kaep took spot,safe,148,20
3,0,3,0,1,adamrott watch prust tri hit hank break play brandonprust pussi attempt pussi mtlhockey,unsafe,149,18
3,0,0,3,2,adderallhadm adderal kill two bird one stone,safe,110,11
9,1,8,0,1,adrianmay fuck pussi josephnoonan,unsafe,58,4
3,0,3,0,1,alteez fuck cowboy birthday two day hoe,unsafe,79,10
3,1,2,0,1,alanaaaxp yall hoe nasti yall find yall share share dick dirti ass femal still fuck nigga,unsafe,150,25
4,3,1,0,0,alexadelsant awkward u fag corleyhuff vitchhhh wonder whos awesom tank,unsafe,141,16
3,0,2,1,1,alleyesonki watch madea play everi night sing ass bitch,unsafe,95,10
3,0,3,0,1,almightycboogi benbornreadysmu vivalakristia ion wanna hear hoe faker momma dee teeth,unsafe,139,14
3,1,2,0,1,alondralu aint bitch,unsafe,45,5
3,0,3,0,1,amandabyn want pussi whip im,unsafe,68,10
3,0,0,3,2,amburg wtf flappi bird kid,safe,64,9
3,0,3,0,1,amillinati bro like realli enjoy like eat pussi back make nasti like nasti haha like eat ass,unsafe,159,26
3,1,2,0,1,analyyxo say someth one drake song listen im feelingsfag,unsafe,107,18
3,0,3,0,1,andyydotcom everi femal own thong bendough wear thong hoe lol fact,unsafe,123,17
3,0,3,0,1,annelizabeth cant stop lil bitch,unsafe,61,8
3,1,2,0,1,anthonycumia rt ispfemm anoth jersey fail cunt pic need anim dem color wack,unsafe,152,19
3,0,0,3,2,antiglib rt nateyfu yanke michael pineda next start nole,safe,116,12
3,0,2,1,1,arianagrand flappi bird shit joke real tho,unsafe,113,14
3,0,3,0,1,ariaunadavon start cri bitch,unsafe,115,9
3,0,3,0,1,asaprelli hate girl get drunk amp dont turn hoe fvckin wast alcohol,unsafe,123,17
3,0,3,0,1,ashleyj shout momma cuz didnt rais hoe,unsafe,105,13
3,1,0,2,2,ashlynwynn im mud shark black friend make perfect sens idiot,safe,144,16
3,0,0,3,2,ashtonso itsi bitsi teeni weeni yellow pockadot bikini polk ashton polk,safe,95,12
3,0,2,1,1,attractivebad yes iam singl dont mess talk anyon hoe,unsafe,114,18
3,0,0,3,2,austinmahon got new fish albino name shaquita yee bahaha,safe,97,15
3,0,3,0,1,ayoofettii anaconda dont anaconda dont anaconda dont want none unless got goal hun smh white ass niggah,unsafe,216,24
3,0,3,0,1,ayyyethatschubb wish dad life bitch ass nigga still think im child lmfaoooo damn that sad cuh,unsafe,151,28
3,0,3,0,1,bearlysob hoe realli b bird man new,unsafe,80,11
3,0,3,0,1,bighomiemarki sqquad toddiesoplay raygin bitch get dem feel get new dick,unsafe,342,15
3,0,3,0,1,bindl momma aint rais hoe,unsafe,51,7
3,0,3,0,1,bsbhforum beatthehab nyr canadiensmtl pussi,unsafe,87,6
3,0,3,0,1,bdavi smdh eagl fan bitch rt mikemiss hey giant fan victor cruz danc hey watch,unsafe,141,22
3,0,3,0,1,baabyd caus look great bitch fuck mean,unsafe,94,10
3,0,3,0,1,badazzjsp im suppos eat yo booti bitch wym,unsafe,96,10
3,0,3,0,1,banqqjayi jaye itskeejay cant rememb girl ive smash godho shit technic take,unsafe,194,20
3,0,2,1,1,barryclerjust cri like bitch first breakup never love lol,unsafe,97,14
3,0,1,2,2,basebaiivin michael pineda hide pine taron neck fact yanke cheat go red sox boston,safe,173,19
3,0,3,0,1,basedchasen chad jordan bitch im cri,unsafe,64,8
3,0,3,0,1,basedchasen grandma alway b ask girlfriend noi got hoe tf mean real shit,unsafe,126,19
3,1,2,0,1,baseddevjay bruh im tell got zebra print bed sheet hoe racheldor,unsafe,142,18
3,0,3,0,1,beardedgemini ginasanabria hoe yah nigga aint shit,unsafe,103,11
3,0,3,0,1,beautiifulvixen bitch love throw irrelev shade go sit lil bitch,unsafe,138,13
3,0,0,3,2,beautyofasinn realli delet flappi bird app store cus someon kill foreal foreal,safe,169,22
3,0,3,0,1,beenslimm mani lil nigga tl boosi got hoe,unsafe,96,12
9,1,8,0,1,benkasso ill beat pussi that hook right thur,unsafe,83,12
3,0,0,3,2,bestofad rape cannib wont recogn origin version fairi tale man wtf,safe,138,16
3,0,2,1,1,betteraretulip jose ur mean said ili stfu hoe,unsafe,67,10
3,0,3,0,1,betteraretulip girl fuck retard back start cramp man doubl ds,unsafe,110,15
3,0,2,1,1,bigmamaate there differ actual crazi amp aspir crazi real shit cant stand fake crazi bitch,unsafe,145,20
3,0,3,0,1,billieboymitch vsamon man bouta text bitch ever told lmao,unsafe,124,18
3,2,1,0,0,bixxhmakemerich u ask everi bitch gayor bi,unsafe,67,9
3,0,2,1,1,blackangelo first time lol yuhhhh hit hoe,unsafe,101,12
3,1,2,0,1,blizzylc vicefli u need someon church negrour absolut right work sunday still excus,unsafe,137,20
3,0,3,0,1,blizzylc polic tri rodney king niggahappen nig,unsafe,93,14
3,0,3,0,1,blueeyebean vienna sausag clit suck dat bitch dont yall eva believ color man dont eat pussay,unsafe,170,20
3,1,2,0,1,blueeyebean lesbian pussi tast like rainbow trout lezzzbehonest,unsafe,87,8
3,0,0,3,2,bobbybudn oxtail yellow rice blasphemi boneless,safe,72,8
3,0,3,0,1,boobah what symptom ebola stomach hurt b im nervousbitch better drink bottl,unsafe,148,23
3,1,2,0,1,bookertweet there starv children africa bitch use banana plug butt hole smh wtf,unsafe,165,19
6,0,6,0,1,bossmancarl wanna someth somebodyboy sound desper hoe bout start flat nose,unsafe,150,24
3,0,3,0,1,braucodrama hate over hood girl aye hoe listen keef night feel,unsafe,161,20
3,0,3,0,1,breahna whatevaittak earli dont annoy dont come back ya fun fill weekend give attitud hoe,unsafe,150,21
3,0,3,0,1,breadtruckkbri hoe gon come ampamp go feel,unsafe,76,10
3,0,3,0,1,brocultur life knock stand fuck say hit like littl bitch,unsafe,110,18
3,0,3,0,1,burgerk tweet watchlikeak watchlikeak fo da color folk die dis shit food,unsafe,145,17
3,1,0,2,2,burgerk what go pick selectionsunday watchlikeak dis make color folk happi,safe,160,17
3,0,3,0,1,callmekitti whatevaittak haha imma catch ebola trynna keep warm lol ewww bitch well stay far away,unsafe,162,19
6,0,6,0,1,cmre sum wrong pussi sweetssmh,unsafe,71,7
3,0,1,2,2,cmre wasnt great either rt ahki equal trash denzel offici wash bruhneith flight,safe,141,18
3,0,2,1,1,cristiandior joshragg wedontsmokereg cristiandior tweak rich homi trash damn near still listen lil b wow,unsafe,172,20
3,0,1,2,2,cryaboutitnigga get paid chill share wealth lil nicca,safe,80,11
3,0,3,0,1,caiiv real shit catch bitch game,unsafe,76,13
3,1,2,0,1,cakemamaa yall hoe messi god nbs,unsafe,63,7
3,0,3,0,1,callmegb brittnaomi lmao rt elepicoru tempt send fuckin hoe lmao,unsafe,142,13
3,0,3,0,1,callneeshcakey wanna go lil shit tonightbut way bitch face set wantin slap em see,unsafe,168,27
3,1,2,0,1,callneeshcakey kanni amp vonni tini ass bitch hate crissi start call us littl bodi bitch hawaii,unsafe,203,22
3,0,0,3,2,captainyanke two best yanke derek jeter joe torr joetorreday jordanlure,safe,130,14
3,0,3,0,1,causewereguy one wrong move consid bitch mine itsgabbyella lyssara,unsafe,124,12
3,0,3,0,1,caymariee whereyohussleat caymariee bitch u gone say bitch phone bitch cuz let mfs know,unsafe,169,23
3,0,3,0,1,caymariee realli hate bitch know best,unsafe,93,12
3,0,3,0,1,celebovickotf hate bitch like argu n shyt,unsafe,77,11
3,0,3,0,1,chanellelee boney littl hoe wizkhalifa smile day funni,unsafe,133,15
3,0,3,0,1,charliedayquot vietgoddamnnam that happen go get beer bitch johncolman,unsafe,109,12
3,0,2,1,1,cheddar got carburetor foyer chevi c rebuilt redneck friend everybodi got one need build,unsafe,149,24
3,1,2,0,1,cheyagurr amitchelll ur serious fagdont hate,unsafe,70,7
3,0,3,0,1,chhicoo vsamon stupid bitch,unsafe,69,5
3,1,2,0,1,chriscoop akmuel breason brandon motherfuck reason hes bitch nigga,unsafe,108,11
3,0,3,0,1,chrissycindi waka tammi got ass beat ctfu nigga dont ever bitch back,unsafe,165,21
3,0,3,0,1,chrissycindi bitch tweet lose interest fast slide dms caus thot good look,unsafe,114,19
3,0,3,0,1,chrizzyf tri run game u dumb bitch tho,unsafe,78,14
3,0,3,0,1,chykalet know must make lot yall hoe sick amp tell hoe get use bitch,unsafe,122,24
3,1,2,0,1,ciddyp wouldnt trust male cheerlead cuz cimarron got one amp got allll bitch,unsafe,131,21
3,0,3,0,1,cinnnthia im bitch reason think im funni sometim,unsafe,86,13
6,0,6,0,1,ciscoallday bcarter marri avoid pay child support win yeah lolw dont see hoe amp that ok,unsafe,155,26
3,0,3,0,1,ciscoallday bcarter one side chick came k bitch know live hide cuz maiapapayyya,unsafe,142,23
6,0,5,1,1,ciscoallday bcarter your right ill take girl right kim day u support hoe,unsafe,141,19
3,0,3,0,1,ciscoallday fuck heat bandwagon rider know u sound like hoe mad man cheat fat booti bitch,unsafe,151,26
6,1,5,0,1,ciscoallday miley realli got knock juici j shit wild didnt say u say ratchet pussi juici j cant,unsafe,157,27
6,0,6,0,1,ciscoallday differ dude everi week might hoe jsno dont listen ladi dou,unsafe,142,24
3,0,3,0,1,classicpict shit like retard,unsafe,78,7
3,0,3,0,1,coilegefess final got hot bitch danc came pant grind lost chanceuwmadisonlmao,unsafe,151,23
3,0,3,0,1,codeejam one ex cant seem get overltltlt cunt,unsafe,92,14
3,0,3,0,1,codeinequeeeen im tire corni vine ugli face stupid voic nigga shes sexi,unsafe,149,18
3,0,3,0,1,coleyce lilaerii yhanaaaa dthang lmfaoooo bitch dont start okay bitch,unsafe,97,10
3,0,3,0,1,coleyce lilaerii helloooo bitch bitch one avail,unsafe,77,8
3,0,3,0,1,coleyce lilaerii upload pictur wat pictur bitch,unsafe,76,8
3,0,3,0,1,comedianspank hoe shit u got em,unsafe,61,9
3,0,3,0,1,commonblackgiri bitch that ham face racheldor,unsafe,98,9
3,0,1,2,2,commonblackgiri here kid never found name anyth souvenir store thank mom ghetto name,safe,156,24
3,0,0,3,2,commonmankfan that mock draft joke friendsanyon,safe,92,11
3,0,3,0,1,condeezi gamehom alon noth dosomeon come chill mayb go swimm ima ya bitch,unsafe,138,21
3,2,1,0,0,crowdifornia agre fuck yes send illeg wetback home,unsafe,124,15
3,0,3,0,1,cuffablepisc toni romo topqb bitch,unsafe,87,8
3,1,2,0,1,damnfuckne wana eat food drink liq go parti bad bitch waitin nigga return,unsafe,148,26
3,0,0,3,2,diycookeri oreo cooki,safe,103,5
3,0,3,0,1,djzeeti rt djzeeti black bitch turn buy hat act like jesus forgot fuck nigga park loooool,unsafe,138,23
3,1,2,0,1,djdrac fuck drive stick gay fuck shit pussi say,unsafe,78,11
3,0,1,2,2,dshmee tom bradi slowli becom wash nah weapon trash,safe,97,11
3,0,3,0,1,dstack aint got shit goin ya self bitch gone want,unsafe,139,15
3,0,3,0,1,dalovebelow bdvglat drtruth yall bare hoe yall dnt care bout spent childhood wild hood,unsafe,122,19
3,0,3,0,1,damino im afraid commit hoe,unsafe,78,7
3,0,2,1,1,dammitslimm ppl think webbi betta boosi jus retard,unsafe,79,10
3,0,2,1,1,damnimtal anybodi get trade straight brandon knight trash brandonjenningsbushalmighti,unsafe,122,13
3,0,3,0,1,datbitchjay omarion ol girl w negat ass vibe hate mama like hoe need,unsafe,148,21
3,0,3,0,1,davethebrav like virgiliolla think im talk hoeshel nah lol bad forgot aint got hoe like vdawg,unsafe,145,23
3,0,3,0,1,davethebrav wish stop cri bitch im omw back alreadi haha,unsafe,97,14
3,0,2,1,1,davethebrav watch attackoftitan adultswim bro han steal tweet bitch ass nigga,unsafe,120,16
3,0,2,1,1,dedic wassup twitter wassup bitch,unsafe,92,8
3,0,3,0,1,deepaul aint got type white bitch thing like dead,unsafe,116,17
3,0,3,0,1,deeiigge dog like scratch floor lay hes weird buddi normal weird bitch,unsafe,125,19
3,0,0,3,2,deuc laker kobe trash,safe,66,9
3,0,3,0,1,devjayaintshit hoe aint loyal,unsafe,99,7
3,2,1,0,0,dickfurari hell ya make malt liquor ad like dis heaven fo color man,unsafe,142,21
3,0,3,0,1,dipexyrichn hoe cri mugshot bruh,unsafe,104,9
3,0,3,0,1,dittoguwop hoe pass around cleveland niggah,unsafe,83,11
3,1,2,0,1,drmalvo woodslamar hidey hidey hoe white folk noyvous round color,unsafe,124,13
6,0,6,0,1,draketakecar dont listen talk mayb youll listen walk bitch still wont listen,unsafe,136,18
3,0,3,0,1,dramadough narabprettyass crip bitch b dusti asf,unsafe,127,7
3,0,3,0,1,drestil drtruth buddi drug whole train lmao good extra ass hoe hate ny hoesm,unsafe,131,18
3,0,3,0,1,dreamgirlson hoe bad,unsafe,80,7
3,0,3,0,1,drummerkid reggi give headach niggah,unsafe,103,8
3,0,3,0,1,dualwieldkatana get done run train bitch that period that nasti,unsafe,160,19
3,0,3,0,1,duecedagod jefdabest im yu shit use linkedin work b lmfaoo bag linkiden hoe lol,unsafe,119,18
3,0,3,0,1,duhitsadrii bitch fresh,unsafe,59,6
3,0,3,0,1,dukealexmoor malibus comeup news mean denna hoe even light skinedddd hahaha,unsafe,148,20
3,1,2,0,1,duncanhin kbthree fck nigger lol jk bra,unsafe,64,8
3,0,3,0,1,ebrchiefington dej loaf ever bitch wc today take lil juic bitch want,unsafe,116,19
3,1,2,0,1,edgarguillenjr lol good got nasti redneck back take care busi blakeanderson daltonryann serious,unsafe,151,22
3,0,0,3,2,elgrillo islam state suspect indonesia chines uighur uighur jihadi theyr prc tool,safe,151,18
3,0,3,0,1,emoney west imjustded ima whoop boy noth bean head ass bitch,unsafe,104,14
3,0,2,1,1,erikaj hazeldotcom hell naw rt dexlug wanna see yes loltrash hell,unsafe,141,15
3,1,2,0,1,erikaj saw girl scratch privat today mean dont fuck right pussi,unsafe,115,19
3,0,2,1,1,erikaj killin tekken lie trash,unsafe,68,9
3,0,3,0,1,fratern want obsess someon want someon obsess methen u might kill bitch,unsafe,147,24
3,0,3,0,1,fredosantana make play slut bitch girlfriend u alway rap back yet,unsafe,112,17
3,0,3,0,1,fabianml im fuck tire end night rip much hit bitch,unsafe,128,17
3,0,3,0,1,fliirtnextdoor yo pussi stank u wasnt rais correctlylmao,unsafe,80,10
3,0,3,0,1,fliirtnextdoor phat pussi look like scrotum,unsafe,145,9
3,1,2,0,1,flyairwalk everybodi entitl opinion tho bitch need shut amp sit fuck,unsafe,133,21
3,0,2,1,1,foreverrrjadaaa huge nip scari scari,unsafe,68,9
3,0,2,1,1,freakyabandon mental asylum dalla texa go find hoe,unsafe,120,14
3,2,1,0,0,freddiegibb tea bag bitch pahahaha,unsafe,54,6
3,0,3,0,1,freeblizzicbc post pic everyth life yall hoe would fall love dont kill em chan,unsafe,130,22
3,0,3,0,1,friendlyasshl lbs aint thick bitch fuck warthog,unsafe,92,11
3,0,3,0,1,friendlyasshl fat bitch needa stop bite lip take pictur yall look hungri sexi,unsafe,155,18
3,0,3,0,1,friendlyasshl bitch look first day school,unsafe,111,11
3,0,3,0,1,fukkntyl lilaerii lightskin mf lmfaooo ight white bitch lol,unsafe,98,10
3,0,2,1,1,fullacharisma happi hoe smhbetter denial,unsafe,86,12
3,2,1,0,0,funnypicsdepot fuck white peopl bitch wut,unsafe,87,7
3,0,3,0,1,funnypicsdepot senior young side hoe gonna graduat like,unsafe,113,13
3,1,2,0,1,funnypicsdepot realist bitch ever step foot soccer field everi team bitch like,unsafe,136,19
3,0,3,0,1,funnypicsdepot nigga aux cord playin trash shit jwilko,unsafe,118,14
3,0,3,0,1,funnypicsdepot bitch middl look like daddi long leg,unsafe,123,13
3,0,3,0,1,funnypicsdepot black bitch drive song come smichellelo,unsafe,126,12
3,1,2,0,1,futurereich yall fuck coon,unsafe,80,7
3,1,2,0,1,fxckashuk thekaosyatti aint gf lil nigguh stfu glori god lmfaooooooo,unsafe,151,17
6,1,5,0,1,ganglandabbi bitch want ah nigga,unsafe,76,9
3,1,2,0,1,gfcrich beyonc amp kim kardashian problem suck man dick averag look broke bitch shouldnt neither,unsafe,160,22
3,0,3,0,1,guccisaybur u say ur mermaid obvious mean ur pussi fishi,unsafe,86,14
3,0,3,0,1,ganderson im dres bitch tho,unsafe,59,7
3,0,3,0,1,ganderson oh dog pussi tight time loosen,unsafe,80,13
3,0,3,0,1,gcoppo rt sharddagawd go eat pussi smell tangi,unsafe,172,17
6,0,6,0,1,garricka ima block hoe outor block em either one lol,unsafe,80,12
6,0,6,0,1,garytweet dog birthday get bad bitch punni,unsafe,114,15
3,0,3,0,1,gdoublet brianmc find loyal ho finntasticccc,unsafe,80,8
3,0,0,3,2,giannenichol laker realli trash,safe,59,4
3,1,2,0,1,giantraiderk nomaambundi fag toni,unsafe,62,6
3,0,3,0,1,glitteredinpink west bore hell shoulda answer phone call bitch rather bore,unsafe,115,15
3,2,1,0,0,glitteredinpink west like need hoe im break suck dick,unsafe,124,17
3,0,3,0,1,glitteredinpink gotta fuck everi race see dickpussi like best thot,unsafe,110,16
3,0,3,0,1,godbodyream couldnt hit woman peni pussi dont care sexi rich,unsafe,121,20
3,0,3,0,1,goldiemack treslyon goldiemack shit baltimor man hoe fine amp crazi,unsafe,132,14
3,0,3,0,1,goldmind smoke good weed bad bitch,unsafe,69,8
3,0,1,2,2,greatgawd name someth trash cav,safe,51,5
3,0,3,0,1,greatscottnyc cant bitch live say brought michael kor need guy like,unsafe,118,18
3,0,3,0,1,greaterthn bad bitch go fun ambernicole,unsafe,157,15
3,1,2,0,1,gregjon hope futur wife ever might sleep studi instead hoe right nigga shutcho asss,unsafe,151,26
3,0,3,0,1,grumpycattalkin im sorri offend call bitch honest thought knew,unsafe,157,17
3,0,3,0,1,huho lmao lexi hoe lmfaooo,unsafe,62,8
3,0,3,0,1,haifuckedyogirl eat pussi nd look like,unsafe,133,12
3,0,3,0,1,haitiancocain fml period cant pop pussi huh,unsafe,90,13
3,0,3,0,1,harrysboyloui gtgt homecom day ltlt bet u didnt even date bitch went say corner,unsafe,166,24
6,0,6,0,1,hermoufpiec hate girl tho wish bitch hate song go,unsafe,117,20
3,0,2,1,1,hertrumeti whatevaittak bout get breast reduct bitch wayso serious,unsafe,193,15
9,0,9,0,1,hermosajayi bring anotha bitch nah,unsafe,70,9
3,0,0,3,2,heykeif golden oreo regular oreo yes,safe,79,8
3,0,0,3,2,heykeif oreo basic dirt circl cream true,safe,76,9
3,0,3,0,1,hiby damn bitch alway get hit hottest guy n make feel stupid uglyassayekay got call ego kill,unsafe,153,24
3,0,3,0,1,highclasscapri whatevaittak lmao mind well hoe aint mean like girl lol,unsafe,147,20
3,0,3,0,1,highclasscapri whatevaittak lmao definit bout say dont front bitch shit freeway,unsafe,160,18
3,0,3,0,1,highclasscapri whatevaittak bitch hurri lolim hungri cant focus,unsafe,104,12
3,0,3,0,1,highclasscapri whatevaittak ohhhhh yes bitch yesssu readi,unsafe,98,8
3,0,3,0,1,highclasscapri whatevaittak woke bitch loli wasnt angri wit hoe,unsafe,119,15
3,0,3,0,1,highclasscapri ima show ass tonight feel omgggg think shit bitch,unsafe,138,18
3,0,2,1,1,highfromth lot women claim yellow actual red color blind mother fucka im yellow tho,unsafe,149,21
3,1,2,0,1,hughspliffn j cole trash ive say year fuck lol,unsafe,93,14
3,0,0,3,2,humbleteej elisabethepp rate scale depend still wear color contact naw,safe,133,18
3,0,3,0,1,iamclatonbigsbi bout ride hors come fuck yo bitchooh em tho,unsafe,89,14
3,0,3,0,1,iamcream rt dontgetgrandho yall hoe go learn spell,unsafe,118,13
6,0,5,1,1,iceom supurmario coolin nig timmyte voic uhhe iceom laugh,unsafe,90,12
3,0,3,0,1,ighunnit yeah play yeah got want joke daddi bitch,unsafe,160,23
3,0,3,0,1,iixixiii honesti ask ugli hoe,unsafe,74,13
3,0,3,0,1,iiiirb bouta let banko kno im goin ronneagl bitch,unsafe,110,12
3,0,3,0,1,itsmeesperanza nhalegood hoe feel like photo didnt get enough favorit that thirsti ass,unsafe,180,18
3,1,2,0,1,idontkiara done w fuck nigga snip snip hoe stfu,unsafe,126,13
3,0,2,1,1,iamjayla wbpoohx bol call girl bitchoharrd coo im tho,unsafe,130,16
3,0,2,1,1,idliketocar idpetit wow put whole manifesto use twitlong canadian hey hoserhow mani adopt,unsafe,146,20
3,0,0,3,2,iifetip kit kat browni make,safe,72,6
3,0,0,3,2,imtoblam bruh rt priscocb trent took yellow path,safe,131,10
3,0,3,0,1,imaplainjan simplysoul thought jay z would hit yeah known sockin bitch,unsafe,122,20
3,0,3,0,1,isthatjamesbond bluntsnextdoor good pussi nigga like funniest thing ive ever seen tl,unsafe,169,18
3,0,3,0,1,itslegzzyo yall fuckin trash yo directv man nigga gonna win skin trash,unsafe,123,16
3,0,2,1,1,jlewyvill global ambassador someth put ppl des nut hoe ahh nigga,unsafe,112,18
3,0,3,0,1,jtlord boutta walk hoe,unsafe,53,7
3,0,3,0,1,jabbcaesar amp bitch bound get hurt caus lotta nigga playinhel yeah,unsafe,111,16
3,1,2,0,1,jaepoppa lol els common nigga hate sleep heat summer bird,unsafe,146,21
3,0,3,0,1,jaim thompsonera hannahalise null bruh aliv that han bitch die oh well fbd,unsafe,130,17
3,0,3,0,1,jalapenobright hoe wait got make sextap chile oh lord,unsafe,132,17
