count,hate_speech_count,offensive_language_count,neither_count,class,labels,cleaned_tweet
3,0,3,0,0,negative,rather ultra fag get act go fgcu zing
3,1,2,0,0,negative,little punk send ass iraq weeks little bitch would come home amp kiss ground
6,1,5,0,0,negative,taylor wack ass bitch nigga
3,0,3,0,0,negative,vegeta little bitch teamgoku
3,0,0,3,1,positive,yankees games radio good announcers
3,0,0,3,1,positive,yankees fans look back gary sheffield time team
3,0,0,3,1,positive,mets fan tried telling rivera best yankees time closer wtf
3,0,2,1,0,negative,glads dis colored man cans soyvice fo da white man
3,0,0,3,1,positive,not yellow sorry
3,0,1,2,1,positive,yay im whitey
3,0,0,3,1,positive,nfl forgetabout got february pennant race let go yanks
3,0,3,0,0,negative,drinking much shitty canadian hoser beer eh
3,0,3,0,0,negative,would expect nothing less dominion oh way sec bitches
3,0,0,3,1,positive,ill scream france tom iu iubb hoosiers creanandcrimson
3,0,1,2,1,positive,bcs titles mil revenue great redneck conference not ohio
3,1,2,0,0,negative,come queer
3,1,2,0,0,negative,hey fag gag clappmeat
3,1,2,0,0,negative,tounge punching smelly turtle pussy
3,0,3,0,0,negative,fuck look like shopping trash ass store
3,0,3,0,0,negative,pussy pussy pussy marijauna wannnnaaa
3,0,3,0,0,negative,lol feel like punk bitch sittin lights
3,0,0,3,1,positive,republican teabaggers jailed treason
3,1,2,0,0,negative,faggot public spectacle gays not fags public display gets public opinion
3,0,3,0,0,negative,bitches shit hoes tricks thuglife
3,0,3,0,0,negative,yeah internet def taught bitch twerk talkin bout voting
3,2,1,0,0,negative,actually non english okiecops filthy white trash criminals
6,0,0,6,1,positive,make games last season looked astros open yankees st april
3,2,1,0,0,negative,thought would like cause chi yeah faggot
3,0,1,2,1,positive,fag got pressed ground hang cleats n never put back think
3,0,3,0,0,negative,unfollowed think shit use follow trains gain unfollow cause pussy
3,0,3,0,0,negative,bitch brain damage
6,0,6,0,0,negative,bitch fuck
3,0,3,0,0,negative,lmao take thru quavo shit make hooks offset da solid kno niccas tellin dat
3,0,3,0,0,negative,hoe like
3,0,3,0,0,negative,bitch tweet not answer
3,0,3,0,0,negative,ayyyyyyeeeeee nigga back bitch
3,0,3,0,0,negative,mite hit rec know cell marcus jax gone try hit hoe
3,0,3,0,0,negative,help man niggas pussy robbing chick shootin
3,0,3,0,0,negative,way raps fucking bitch amp banters money entertaining crazy
3,0,3,0,0,negative,swear des hoes making challenges
3,0,3,0,0,negative,tried one pom pomegranate juices n swear tasted like flavored piss dont ask lol
3,0,3,0,0,negative,shut yo hoe ass
3,0,3,0,0,negative,lol one old bitches
3,0,3,0,0,negative,not gonn comment cause closet hoes lol team getchoassoutdatcloset lol
6,0,6,0,0,negative,aight bet bitch
3,0,3,0,0,negative,nothing says fashion like cunt hat
6,0,5,1,0,negative,bitch
3,0,3,0,0,negative,looks like gonna blow someone fag
9,1,8,0,0,negative,thisty hoe
3,0,3,0,0,negative,yup pickin white bitches bare like chicken leg
3,0,3,0,0,negative,accident lmfao hoes trynna lowkey slick
3,0,3,0,0,negative,thus term redneck also creator not mocked good excellent precept daughter
3,2,1,0,0,negative,entire pats bandwagon faggots
4,1,3,0,0,negative,told u ugly niggas get bitches young promise u work ya magic lol
3,0,0,3,1,positive,good job tonight need eat crackers stop throwing
3,0,3,0,0,negative,youre fucking loudmouth ignorant redneck fuck still tryin suck dick cant dumbfuck short
3,0,3,0,0,negative,got bitch named banana pussy bananas swear gotta say pussy bananas lil cool azz bitch da westside
3,0,3,0,0,negative,fuck pussy made mistake started cj spiller chris ivory week fuck
6,1,5,0,0,negative,tylar shut bitch usta make
6,0,6,0,0,negative,bet hoe
3,0,3,0,0,negative,ion sneak diss broke bitches
3,0,3,0,0,negative,ah lien ass hoe
3,0,0,3,1,positive,hey leave abbey oh get job slope might move back cause id lose lots money buying tickets
3,0,3,0,0,negative,strippers sexy hoes follow mans
3,0,3,0,0,negative,house bitch
3,1,2,0,0,negative,eat yo pickles bitches
3,2,1,0,0,negative,studies show faggot
3,0,0,3,1,positive,nope super chocolatey yummy brownies
3,1,2,0,0,negative,puto bitch spanish
3,0,3,0,0,negative,mutha fuckahs better bring brownies ever
3,0,3,0,0,negative,ignore faggots c
3,0,3,0,0,negative,shame mama teach not call women bitch well fortunate guess
3,0,3,0,0,negative,shut faggot ras need make album together ras fell cont
3,0,3,0,0,negative,man bitches denial
3,0,3,0,0,negative,pissed males judge females pussy gone judge get mad deny loose gap
3,0,1,2,1,positive,marxist kikes promoted anti semitism creating film incentive promote enemies
3,0,3,0,0,negative,young based god olympics stay fuckin bitches
3,0,2,1,0,negative,update pretty much broke g made absolutely annoying retarded
3,0,3,0,0,negative,ie make hoe housewife
3,0,3,0,0,negative,bitch whatever nigga u scared play
3,0,2,1,0,negative,give hillbillies audience squander every time
3,2,1,0,0,negative,faggots drive stick
3,0,3,0,0,negative,lol bitch yo display name
3,2,1,0,0,negative,go jerk lollis faggot
3,0,2,1,0,negative,smh wrong wit u ho
3,0,0,3,1,positive,yea live guess still got roofs fixed charlie jeanne
3,0,2,1,0,negative,fuck hoes ask paco
3,0,3,0,0,negative,want fuck steve bitch lmao
3,0,3,0,0,negative,lightweight heavyweight matter still knock bitches
3,0,0,3,1,positive,haha monkey feet like real feet magical back smoothes every nook cranny tightness
3,2,1,0,0,negative,cunt
3,0,2,1,0,negative,vince general feeling natives know regards term redskins offensive not
3,2,0,1,0,negative,kill coons
3,0,3,0,0,negative,cunt needs hands cut
3,1,2,0,0,negative,dont raise ur hand niggah
3,0,3,0,0,negative,niggah niggah lol
6,2,3,1,0,negative,problem niggah
3,0,2,1,0,negative,good niggah lol
3,1,2,0,0,negative,wassup niggah
3,0,0,3,1,positive,bird one god creatures
3,1,2,0,0,negative,eat shit working nappy bitch
3,0,0,3,1,positive,might really sure weird little bird said might possibility stay tuned maybe
3,0,1,2,1,positive,birds feather stand peta stand sanity
3,0,1,2,1,positive,everything jay z writes trash
3,0,3,0,0,negative,normally would say must great pussy since seen not true idk
3,0,3,0,0,negative,destiny make titanfall bitch
3,2,1,0,0,negative,yeah better play ya nigger
3,0,2,1,0,negative,id chink left blue balls
3,0,0,3,1,positive,cold going around little hick town everyone know locked houses better week stay well
3,0,1,2,1,positive,read w slant orig statement said everything extreme comment made
3,1,2,0,0,negative,not godly u fuckin redneck peckerwood
3,0,2,1,0,negative,yaaaasssss buhlowin timeline negro
3,2,1,0,0,negative,fuck store bitch
3,0,0,3,1,positive,inferred tried ho nam not dodged great leader
3,0,3,0,0,negative,peak war w joins texas natl guard get outta nam facts bitch
3,1,2,0,0,negative,lol bitch nigga ima get gay homies
3,0,2,1,0,negative,thats trash ot
3,0,0,3,1,positive,btw jim crow laws supported democrats not republicans mlk republican fact
3,0,0,3,1,positive,yes das def da problem teacher spear chucker woulda gt dose rite
3,2,1,0,0,negative,support illegals coming spreading disease among americans dream bitch
3,0,3,0,0,negative,judge appointed obama doesnt see agenda fucking crooked bitch
3,1,2,0,0,negative,hey windy dildo take trash buzzzzz
3,1,2,0,0,negative,msnbc msm said blocking flights africa racist yea right id vote bitch gold digger
3,0,0,3,1,positive,second add ruined new low picking cripple
3,0,2,1,0,negative,says pedophile promoting dolt lmao teabagger
3,0,3,0,0,negative,note say stop bitch flowers lt gets em everytime
3,0,3,0,0,negative,money cars clothes hoes lol want successful lol
3,0,3,0,0,negative,bullshit bitch show lana kane
3,0,3,0,0,negative,look shit imma bitch forreal
3,0,3,0,0,negative,remind yall cuz hoes acting like know
3,0,3,0,0,negative,much hoes
3,0,3,0,0,negative,steal bitch
3,0,3,0,0,negative,sum bitch looks good man pick one
3,3,0,0,0,negative,faggot like side state
3,0,3,0,0,negative,nigga spun around pussy
3,1,2,0,0,negative,mentallity flaming fag serious mental issue
3,0,3,0,0,negative,fight bitch
3,0,1,2,1,positive,feel warm fuzzies
3,0,0,3,1,positive,according place kitchen excuse take trash
3,0,0,3,1,positive,trash meant u lmaooo
4,0,4,0,0,negative,real shit bro yo hoe told smoothie king straws ca fuck
3,0,0,3,1,positive,yu forgot beat yall thats like garbage man calling janitor trash
3,1,2,0,0,negative,bitch coulda stores looking
3,0,1,2,1,positive,tranny dragons eh know people love
3,0,3,0,0,negative,whatchu doin today nig
3,0,3,0,0,negative,wud nig gotta new number text
4,1,3,0,0,negative,tease dick faggot
3,0,3,0,0,negative,bitch called missing dick
3,2,1,0,0,negative,fuck outta faggot even fair
3,0,2,1,0,negative,lmaoo typical nig nog bombs got pics
3,0,2,1,0,negative,bitch please
3,0,3,0,0,negative,not use word faggots
3,0,3,0,0,negative,bitch got fucked
3,0,2,1,0,negative,bitch always hatin lmao
3,0,3,0,0,negative,cuz thought got wife picked hoe im lovin songs man keep coming
3,1,2,0,0,negative,stfu bitch
3,0,3,0,0,negative,could get half band fellas dope female followers state much pay pussy
3,1,2,0,0,negative,thought retard
3,1,2,0,0,negative,hear dumb bitch said one likes ohshitnigga
3,0,3,0,0,negative,bitch want
3,1,2,0,0,negative,glad could get daily dose giggles faggot
3,0,3,0,0,negative,hey faggot spell faggot right dipshit
3,2,1,0,0,negative,shut fuck fag ill beat shit outta
3,1,2,0,0,negative,yeah nigga get bitches matt fucking gay shit
3,0,3,0,0,negative,not fake bitch meet school nigga
3,0,3,0,0,negative,cause ima blindside shit outta niggah
3,0,3,0,0,negative,fuck bitch smd
3,2,1,0,0,negative,insecure much put insults one tweet fucking dumbass dude wreck faggot
3,0,3,0,0,negative,smokin cali smoke fuckin bitch wbu
3,0,3,0,0,negative,shut niglet
3,0,3,0,0,negative,sun follow bitch shit stfu faggot
3,0,3,0,0,negative,learn read bitch
3,0,3,0,0,negative,think bitch
3,0,0,3,1,positive,beanies steal description u salty fake
3,0,3,0,0,negative,lol probably right fuck bitch spanish
3,0,3,0,0,negative,always want speak ppl converse twitter always look like bitch idk real life smh
3,0,3,0,0,negative,remembers dick lol wants recommend shoot bitch show might snap
3,0,1,2,1,positive,hate birds piss fact fly
3,0,2,1,0,negative,like tweeting like wen yu aint talking yo hoes like ill wait
3,0,3,0,0,negative,tired dat bitch mannn
6,0,6,0,0,negative,great qb fold pressure gshit u blitz peyton ass gon gook
3,0,3,0,0,negative,always white bitch something op lol like give zero fucks comes dick
3,1,2,0,0,negative,white bitch g choppin whole line niggas
3,0,3,0,0,negative,ima miss smiley graham daniel tho pretty cool ima beat andrews bitch ass every day
3,0,3,0,0,negative,haha say damn called bad bitch mean mean bitch lmfao
3,1,2,0,0,negative,quit using song lyrics queer
3,1,2,0,0,negative,janemba better yo pussy ass
3,0,3,0,0,negative,bitch not til thursday
3,0,0,3,1,positive,daggone twins kick notch time beat yankees
3,0,0,3,1,positive,good thing season firecashman
3,0,0,3,1,positive,scores matter spring training man
3,0,1,2,1,positive,fell asleep
3,0,1,2,1,positive,go away already
3,0,0,3,1,positive,kind saying braves make world series lol
3,0,0,3,1,positive,probably time put twitter feed bed nyy
3,1,0,2,1,positive,team sucks
3,0,0,3,1,positive,ugh
3,0,2,1,0,negative,pussy watch nuh mi neva lov mon badmon
3,0,2,1,0,negative,way hoes boo
3,1,0,2,1,positive,whatever neymar trash
3,2,1,0,0,negative,hate faggot corny
3,1,2,0,0,negative,mannn mexicans houston love high school freshman hoes
3,0,0,3,1,positive,yeah people know not trash game limited showed late games portland
3,0,3,0,0,negative,way take orders like little bitch bitch
6,1,2,3,1,positive,home coon
3,0,3,0,0,negative,bitches better watch running tables tonight
3,0,3,0,0,negative,hey send songs need put hoes cd bang em ride around
3,0,0,3,1,positive,want poms back lmfao
3,0,0,3,1,positive,born yellow
3,0,3,0,0,negative,agree never know may begging get dropped makes pussy wet guaranteed married right
3,0,1,2,1,positive,hahaha made ya eat crow
3,0,3,0,0,negative,crazy wayne rap pussy songs row
3,0,3,0,0,negative,lol girrrrl bitches crazzzzy
3,0,0,3,1,positive,got feelin like trappin dead got ready call guala salute da truth seenitall seenitalltheautobiography
3,0,3,0,0,negative,nahh bitch yu always playn yu almost got feelings hurt
3,0,3,0,0,negative,fuck das wat bitches wit uh fuckd mouf
3,0,3,0,0,negative,wish wood like tree bitch
3,2,1,0,0,negative,gay fags
3,0,3,0,0,negative,like tree bitch asshat
3,0,3,0,0,negative,bitch already got past demons seeding gone fuse
3,1,2,0,0,negative,nicca fucc yu
3,0,2,1,0,negative,lol send dat nicca clean talmbout n really
3,0,3,0,0,negative,said pussy dat ass yo tongue boy
3,1,2,0,0,negative,lol da reason talk bout da present cuz nicca hurt n played yr
3,0,0,3,1,positive,need start mcbob williams shoot let play bird
3,0,2,1,0,negative,everybody dot mob red mickey factz battled clips wore ancient hong kong shit different colored hi tops
3,0,3,0,0,negative,lifestyles raw dog one magnum put dickhead hole cumin pussy lips
3,0,3,0,0,negative,hoe meter went
3,2,1,0,0,negative,shit ill pay premium get away anything ass hoes
3,0,3,0,0,negative,swear god log later posting score every social network bitch ass nigga
3,0,3,0,0,negative,nah pussy
3,1,2,0,0,negative,sup fat bitch
6,0,6,0,0,negative,someone told cuz ppl like use bitch females like calles female meh shrugs
6,0,6,0,0,negative,one sick bitch
3,0,0,3,1,positive,little girl tom sawyer gets trapped cave along injun joe almost die injun joe dies find treasure
3,1,2,0,0,negative,take bitch recieve head mom
3,0,2,1,0,negative,fasho fasho hurry ya ass nicca
3,0,3,0,0,negative,wow love called slut really ever cheat girl bitches dumb
3,0,3,0,0,negative,thirsty hoes
3,0,2,1,0,negative,got cold white hoes knoxville tho right strip boaaa
3,1,2,0,0,negative,called people kikes lot fucks
6,0,6,0,0,negative,thirsty hoe
3,0,2,1,0,negative,lol cracker
3,0,3,0,0,negative,like pussy would ashamed
3,1,2,0,0,negative,photoshop putting head fags not proof
3,2,1,0,0,negative,fuck r u talking told u going tell u nigga love white bitch gtf bro
3,0,3,0,0,negative,yeet gotta least drop bitches like month intervals shit
3,0,3,0,0,negative,jus tryn figure dem niccas together like dat
3,0,3,0,0,negative,finger throbbing pussy flaps
3,0,3,0,0,negative,bitch tryna get free promoting n shit lmaooo see tha cut
3,0,3,0,0,negative,eat bitch
3,0,3,0,0,negative,meet eat bitch
3,0,3,0,0,negative,meet molly whoop yo bitch ass
3,1,2,0,0,negative,naw nigga em hands happened shit talking couple month ago eat bitch
3,0,3,0,0,negative,katy clear lake hoes
3,0,3,0,0,negative,supposed attract bitches tutu though
3,0,3,0,0,negative,gonna get dem bitches
3,0,3,0,0,negative,classic drunk carter texts never fail hey stfu coming oops come fuck outside bitch
6,4,2,0,0,negative,fag
3,0,3,0,0,negative,lol bitch indian op
6,0,6,0,0,negative,well least going somthing bitch even wrong thing
3,3,0,0,0,negative,aw drake sit corner cry listen lmfao pussy dick rider drakes cock taste faggot
6,2,4,0,0,negative,cool cool fuck wit u nicca
6,0,6,0,0,negative,thirsty ass hoe go sleep
3,0,1,2,1,positive,bro u trash zombies
3,0,3,0,0,negative,happened going fishing bitch
3,0,3,0,0,negative,continues turn pussy lol
3,0,3,0,0,negative,point ppint bitch
3,0,3,0,0,negative,bitch died read
3,0,3,0,0,negative,bitch wea going
3,0,3,0,0,negative,lmfao bitch talking
3,0,3,0,0,negative,yess bitch messyyy
6,0,6,0,0,negative,bitch hold real nigga fa long bruh ask mama pay ticket fa
6,0,6,0,0,negative,fucking nasty got held wrong pussy telling bet not ever kiss breaking w u
3,0,0,3,1,positive,skate trash skate goat dlc
3,0,3,0,0,negative,ahh much bitch live campus get lazy want drive home
3,3,0,0,0,negative,picture makes look like serious fag justsayin lol
3,0,3,0,0,negative,lol possible hoe treat right way love right way hoe hoe
3,0,3,0,0,negative,lol think right way amp wrong way love someone hoe may love got
3,0,3,0,0,negative,little punk ass bitches doe
3,0,3,0,0,negative,tf look like delivery bitch ahaha
9,1,8,0,0,negative,got tired hearing eat pussy ways like damn
3,0,0,3,1,positive,tried always hit alt f eat mega stuffed oreos figure programs lol
3,0,3,0,0,negative,orr thts lor bae tho wyd u fucking hoe
3,0,2,1,0,negative,look said lls new era girl bye kill bitches w kindness amp amp wht cousin
3,1,2,0,0,negative,not said want dj mix track regardless use video gon dumb retarded reg versi
3,0,2,1,0,negative,aint nobody got time fo dat ghetto black lady voice
3,0,3,0,0,negative,thats regular season losses retarded
3,0,3,0,0,negative,fuck hoes lol
3,0,3,0,0,negative,swag bitch aha
3,2,1,0,0,negative,faggots old people people drive drunk people
3,2,1,0,0,negative,fuck brett farve redneck ass stuckup give damn lol campus acting like shit
3,2,1,0,0,negative,make team niggas trash lol
3,0,3,0,0,negative,not even sure bro im ignoring hurt bitches tonight lol
3,0,3,0,0,negative,song ion kno referred future wife bitch
3,0,3,0,0,negative,bitches love alex target
3,0,0,3,1,positive,somebody looks like die first tubes flappy bird lol
3,1,2,0,0,negative,back ya queer bag
3,0,3,0,0,negative,gotta find know cali got hoes
3,0,3,0,0,negative,lmaooo boy thought ws type right spelling hoe
3,0,3,0,0,negative,bird gone run ass
3,0,0,3,1,positive,tracy morgan sad comparison come try dwight howard accurate stupid monkey
3,1,2,0,0,negative,niggah not yo lil bro fuck
3,0,3,0,0,negative,niggah
3,0,3,0,0,negative,colored supposed good influence
3,0,3,0,0,negative,theeepp bitch
3,0,0,3,1,positive,derrrrrrr st songs actually good compared trash shes showman omg
3,0,3,0,0,negative,stfu gonna fuck oh pussy ads nigga
3,1,2,0,0,negative,bitch u one steady talking stfu bout shit hoe ass nigga
3,0,3,0,0,negative,said stop putting words mouth something bitch would
3,0,3,0,0,negative,got beef tell yo boy alex stop acting like bitch bring duck ass
3,0,3,0,0,negative,ok right wing teabaggers gun nuts like harris hell even fucking cops
3,0,3,0,0,negative,miss bitch
3,1,2,0,0,negative,jenny says evil bitch
3,0,3,0,0,negative,kinda figured lil bit u said bitch u cute
3,0,2,1,0,negative,dying oh bitch exit mentions last era huge album tour golden globe cont
3,0,3,0,0,negative,bitch thick bitches ass tv want
3,0,3,0,0,negative,needs date grandma turnt lil pussy ass bro called lil baby names like lame amp dork
3,0,3,0,0,negative,realest bitch rt
3,0,3,0,0,negative,send boxes droided da mile nigga got da dro droid na drum fo pussy boy yeer
3,0,3,0,0,negative,get loredo steak dat bitch u ballin
3,0,3,0,0,negative,nigga stop hatin bitches feelin coolio b n two u think dem bitch made niggas got yo back u smokin big worm shit
3,0,3,0,0,negative,hoe yu erbody bitch
3,0,3,0,0,negative,go sleep niggah lol
3,0,3,0,0,negative,lol chill pussy
3,1,2,0,0,negative,long story lol missed faggot
3,0,2,1,0,negative,lmao hoes extra sensitive via text swear hear tone every letter start using punctuation
3,2,1,0,0,negative,dont problems zak seem like faggot
3,0,0,3,1,positive,saves brownie
3,0,3,0,0,negative,tell dumb hoes
3,0,3,0,0,negative,absolutely speechless bitch crazy
3,0,3,0,0,negative,lmao fa real cuz really saw throw dat bitch circle lol
3,0,3,0,0,negative,bitch gretchen weiners want
3,0,3,0,0,negative,wyd fag
3,1,2,0,0,negative,nigger hello
3,2,1,0,0,negative,true idk even convo dumb nigger attention whore
3,0,3,0,0,negative,smell fried chicken ass mile away boi clean nasty ass ears ratchet bitch
3,2,1,0,0,negative,lmao stupid nigger
3,0,3,0,0,negative,yuhh finna hit hoe
3,0,3,0,0,negative,many times listen pussy song today
3,0,3,0,0,negative,hoe shit
3,0,2,1,0,negative,must sent bird call get shit
3,2,1,0,0,negative,hell naw fuck bitches serves right
3,0,3,0,0,negative,really thou im looking like hulk hogan bitch
3,0,3,0,0,negative,said oh nah ur not dude getting heartless bitch not met
3,0,3,0,0,negative,bitch u know mean spell champ nuts
3,2,1,0,0,negative,yea forgot talkin degenerate faggot
3,0,3,0,0,negative,daughter date little fag bag
6,0,6,0,0,negative,hoe cook
3,0,3,0,0,negative,bitch stop hating immaculate suit
3,0,2,1,0,negative,birthday hath already passed little fanfare enjoy day blessed bitch
3,0,3,0,0,negative,real bitch
3,0,3,0,0,negative,better ima let bitch slide right standby
3,0,3,0,0,negative,take like tamu bitches jumped beating sc good
3,0,3,0,0,negative,lol bro said bitch u
3,0,3,0,0,negative,need bitches
3,0,3,0,0,negative,ik pussy
3,0,3,0,0,negative,okaaaaay bitch never care edges still laid
4,3,1,0,0,negative,faggot
6,2,3,1,0,negative,im askin negro lol
3,0,3,0,0,negative,cry im not bitch pissed cop trying charge hole bunch bullshit p
3,2,1,0,0,negative,hey fag lt
3,0,3,0,0,negative,lmfaoooo yooo lost elevator pass even share bitch wants go get another one even tho knows
3,0,3,0,0,negative,like bitch struggles use stairs let ppl get
3,2,1,0,0,negative,man bitch not gonna damn thang u like got say unfollow
3,1,2,0,0,negative,ask boy jason keiffer still tryna get one one block pussy boy
3,0,3,0,0,negative,sorry eat pussy
3,0,3,0,0,negative,fuck bitches get money
3,0,0,3,1,positive,know samklef said lie man guy think beast naija pop music trash not wizkid
3,0,3,0,0,negative,jk would bitch got done
3,3,0,0,0,negative,nope not stuck house full fucking niggers help escape
3,1,2,0,0,negative,ur around gotta keep dat scent keep filthy niggers away
3,0,3,0,0,negative,know could go drink bleach bitch
3,0,3,0,0,negative,haha nigga coco wait fuckkk like hunna hoes summer haha jk
3,0,3,0,0,negative,rt wey went job interview high bitch straight stanking like dank haha eyes red hoe
3,0,3,0,0,negative,bitch dont talk like bro
3,0,0,3,1,positive,boys still got birds cage lol
3,0,3,0,0,negative,send hoe
3,0,3,0,0,negative,taking hoe lol
3,2,1,0,0,negative,shut nigger
3,1,2,0,0,negative,lol whatever fags
3,0,3,0,0,negative,ate pussy could
3,0,3,0,0,negative,saw bad bitch mf switzerland feel love
3,0,3,0,0,negative,meant bitch scum
6,0,6,0,0,negative,bitch w dick
3,1,2,0,0,negative,nice hoodie faggot
3,2,1,0,0,negative,status report making pit stop canada rape bitches
3,0,3,0,0,negative,liked hoe
3,0,3,0,0,negative,bitch get two
3,0,3,0,0,negative,haha yolo ya hit hoe
3,0,3,0,0,negative,man bring yo bitch ass ion give dam bout yo mf attitude
3,0,3,0,0,negative,u better sit yo ass bitch til
3,0,0,3,1,positive,yellow rice black beans pork chop sis
3,0,0,3,1,positive,not scanger
3,1,2,0,0,negative,spread filth urs white dog amp good ol boys ltao fuckin monkey
3,1,2,0,0,negative,u lost puppies dont know shit leave niggers alone u learn something besides like
3,0,3,0,0,negative,let one dingy real nigger dogs catch miss torah dont want thot shit
4,0,4,0,0,negative,bitch get job first
3,0,3,0,0,negative,bitch looking shit
3,0,3,0,0,negative,boy clean bitches
3,1,2,0,0,negative,funny tweets ashy niggers
3,0,3,0,0,negative,bitch im mad slapping
3,0,3,0,0,negative,bitches great valuable pussy always make use protection many nasty dick niggas
3,1,2,0,0,negative,niggas didnt desrve bitch first place
3,0,3,0,0,negative,yes love make em masturbate voice bitches love southern accents
3,0,3,0,0,negative,life aint shit bitches money passed weed like studied
3,0,3,0,0,negative,trash ik wanted fuck dorsey
3,0,3,0,0,negative,lets fuck hawt bitches foam glow
3,2,0,1,0,negative,woohoo new black kill cracker babies panthers rescue racist trash thugs ferguson fergusonriot
3,0,3,0,0,negative,hurt im not wtf fuck danielle bitch
3,0,3,0,0,negative,bitch get punched tf lol
3,0,3,0,0,negative,bitch u got fuckked
3,0,3,0,0,negative,bitch take dat shit imediatly
4,0,4,0,0,negative,bitch u forcin talkin family shit watch
3,0,3,0,0,negative,bitch u got fuckked go suck lil action whamm like u always thursdays fridays think ik u
3,0,3,0,0,negative,correction bitch yo illiterate ass wanna eat pussy got center street boys dat u suck nun major
3,0,3,0,0,negative,naw fuck u bitch go suck cartier
3,0,3,0,0,negative,ok bitch damn not even tierd phone dying
3,0,3,0,0,negative,haha hoe go hard rt
3,0,3,0,0,negative,bitch purple shorts aqua beats
3,0,3,0,0,negative,happy birthday bad bitch
3,0,3,0,0,negative,knowww righttt even know use shit update status hoe
3,1,2,0,0,negative,im n hate elissa fake ass cunt
3,2,1,0,0,negative,oh shut mouth talkin morning fag
3,0,3,0,0,negative,fucking retarded drinking tonight not
3,0,3,0,0,negative,whooped ass turnin pussy
3,0,3,0,0,negative,haha bitch team
3,0,3,0,0,negative,fuck raptor fun tranny fails k miles
3,0,1,2,1,positive,comes guy whose sole qualification cm lucky sperm
3,0,3,0,0,negative,unless bitch word awesome wrong
3,1,2,0,0,negative,actually boys right dorky ass mom amp dad watching streit make bitch
3,0,0,3,1,positive,houston top five ahl attendance aeros transplanted snow bird would love team
3,0,3,0,0,negative,man fuck bitch
3,0,3,0,0,negative,right okay bitch
3,0,3,0,0,negative,little bitch emotion cuz feeling
3,1,2,0,0,negative,not want either suck pigs arse muzzie biotch get phuck go back hellhole life
3,0,3,0,0,negative,like bitch better chill oh hey maria
3,0,3,0,0,negative,shit wish socially acceptable beat bitches asses lmao
6,0,6,0,0,negative,alaska nothing going nothing nothing bitch laws
3,0,1,2,1,positive,obispo ho big
3,0,3,0,0,negative,already know mane since th grade killin hoes
3,1,2,0,0,negative,never happen much republican redneck oil money sad butt true corruptamerica
3,0,2,1,0,negative,nope term used mock teabagger scum like three better luck next time pal
3,0,0,3,1,positive,go air bad air next brownie
3,0,3,0,0,negative,bitch probably deserved lol
3,0,3,0,0,negative,fellow anarchists quit vaginas p like jr high bitch
3,1,2,0,0,negative,small man syndrome usually deep huge pussies join authority compensate weak ego
3,0,0,3,1,positive,check cashing corner el cajon calwood across steer pollo loco
3,2,1,0,0,negative,naw dude wish white trash
3,1,2,0,0,negative,wat faggot
3,0,3,0,0,negative,run pussy
3,0,2,1,0,negative,thought sheeba sheeba got ass lookin like zebra
3,0,3,0,0,negative,ya damn right nigglet
3,2,1,0,0,negative,leave dyke
3,0,3,0,0,negative,stfu youre pussy sit ass noise
3,1,2,0,0,negative,death attention hoes
3,0,0,3,1,positive,ill give tip beware ugly birds hide behind massive lensed sunnies
3,0,3,0,0,negative,wow like years late bitch
6,1,5,0,0,negative,yo fag rojas
3,0,3,0,0,negative,sitting talking u would gonna something bitch
3,0,3,0,0,negative,idk went school like week ago bitch gave paper shit telling classes paid
6,0,5,1,0,negative,thats wassup u got bitches sending booty pics tho lol
3,0,3,0,0,negative,make yo bitch open legs
3,1,2,0,0,negative,tweet text back ok fag
3,0,1,2,1,positive,qbs season trash brought veteran could someone play
3,1,2,0,0,negative,literally retarded dropped head
3,2,1,0,0,negative,say waste draft pick manziel mallet telling delete account retarded
3,1,2,0,0,negative,fag back
3,0,0,3,1,positive,probably yeah accounts personality handle though wear yellow suit puts points
3,0,3,0,0,negative,hung dudes fuckin bitches
3,1,2,0,0,negative,fuck cops fuck tarah bitch elongated nose shaped like horses dick
3,0,3,0,0,negative,cry still even talk even though supposedly shady bitch confront lol
3,2,1,0,0,negative,give clothes look like cute dyke
3,2,1,0,0,negative,chink eyed
3,0,3,0,0,negative,trueee wait til day bitch try
3,0,2,1,0,negative,sounds like prenup gonna cash not apparently ghetto credit magine
3,1,2,0,0,negative,christian keep laughing fuck u instead pussy bitch
3,1,2,0,0,negative,not amp tried beat much weaker creepy ass cracker dead zimmerman woman
3,1,2,0,0,negative,funny read retard liberal tweets anand u delete salwar tweet anyway say hi digvijaysingh
3,0,0,3,1,positive,sick self serving politicians standing bo trashes america wearerepublicnotregime impeachobama
3,0,3,0,0,negative,yes sorry grant bitch going ignore like libtards ignore majority voice
3,0,3,0,0,negative,still gonna smack fuck trying act hard twitter haha pussy ass niggas
3,0,3,0,0,negative,reason give ahve fucking catalog bitch arcade games fire
3,0,3,0,0,negative,yall aint gon get stitch pussy
3,0,3,0,0,negative,oh yea lo aka mr bitches lmao
3,0,3,0,0,negative,lol ya need sum beacg bod abs pussy boy
3,1,2,0,0,negative,get twitter fag
6,0,0,6,1,positive,agree naturalized citizenship anchor baby amnesty go parents country origin
3,0,3,0,0,negative,gotta keep fighting bro thea hoes trying bring thestrugle
3,2,1,0,0,negative,may jump u ball less dick wad conservative feminist disabled vet bitch wish u luck capital f
