class,labels,cleaned_tweet,sentiment_score
0,negative,damn thot blocked block ur fuzzy butt,-0.7717
0,negative,remember yellow badge nazis nazi used use israel making make muslim women woman carry yellow badge order pray al aqsa h,0.3182
0,negative,one cares care nigger,0.2263
0,negative,ever said say dumb moms mom cop amp ill track lil bitch kay bye,-0.872
0,negative,bitches bitch wan na beef niggas nigga grow tf get ya priorities priority straight,-0.8481
0,negative,n hoe sooooo ugly like bitch ugly dog like dumb stupid ass as ugly like,-0.9545
0,negative,bitches bitch always think somebody want little coochie lol chilling chill dont exist nomore iont want yall hoes hoe,-0.6613
0,negative,hoes hoe trying try much much,0.0
0,negative,niggah,0.0
0,negative,wish parents parent bought car man people bitch not getting get car want want free,0.4215
0,negative,bitches bitch get cut everyday b,-0.8689
0,negative,sooo many classless hoes hoe not enough ladies lady,0.0
0,negative,dem niccas run plays play quick,0.5267
0,negative,ugly af stick one rt new avi trash nah,-0.5719
0,negative,dont fuck youuu u lil stupid ass as bitch aint fuckin wit u lil dumbass bitch aint fuckin wit,-0.9455
0,negative,whats wrong w marie hibben bitch,-0.7845
0,negative,bitches bitch cleaning,-0.8271
0,negative,porn android iphone ipad sex xxx facial blonde tranny whore gets get rammed ram facialized,-0.6486
0,negative,god teeth gold chain white bitches bitch cocaine,-0.765
0,negative,let pussy cut hair let grow,-0.2732
0,negative,know ya friends friend tellin u leave good fuck hating hat ass as hoes hoe babe,-0.3182
0,negative,not fan guess im minority beyonc ratchet ass as trash anti christ kfromtheg,-0.7758
0,negative,well got get conformation body count five high hoe,0.2732
0,negative,tell coon,0.0
0,negative,tevin favorite sophomore think funny hes he really not lmaoo hes he little hoe,0.7096
0,negative,bad bitch pussy aquafina call crystalina,-0.8074
0,negative,sick bitch didnt even invite,-0.8198
0,negative,would wan na green ranger evil duh bitch,-0.8481
0,negative,bout try hoe next,0.0
0,negative,jay z got get baddest eva proves prof men really need look good pull hoes hoe want security,0.7063
0,negative,bitch wants want everybody though thats shit one point,-0.7964
0,negative,make joke someone hate laughs laugh thinking think bitch allowed allow laugh,0.7184
0,negative,tiny girl trust bitch named name tameka way,-0.128
0,negative,lil wayne fucked fuck every bad bitch game,-0.9451
0,negative,nigglet send pictures picture,0.0
0,negative,knob get shit back focus started start getting get fuzzy,-0.5574
0,negative,passing mad hoes hoe give want,-0.4404
0,negative,song may basic bitches bitch mood boost,-0.7184
0,negative,get granny long johns john rednecks redneck cold bones bone cold polar vortex sequel dog,0.0
0,negative,pennsylvania white trash pennsylvanians pennsylvanian,0.0
0,negative,niggers nigger fell,-0.6486
0,negative,cnt nobody mad choose mad bitch nigga hay,-0.8807
0,negative,smack bitch bitches bitch love hand prints print ass as,-0.8225
0,negative,bitch wake,-0.5859
0,negative,never said say wanted want fuck tranny,-0.4939
0,negative,bitch stick around,-0.5859
0,negative,fuckedd bitch gave give snack pack,-0.5859
0,negative,gillette pussies pussy,0.0
0,negative,right twat tell honestly sky honestly,0.1531
0,negative,yea maidana made make greedy faggot loser atleast broner black,-0.8779
0,negative,white bus drivers driver white trash losangeles,0.0
0,negative,scrappy always reunion hella hoes hoe real nigga lmao,0.5994
0,negative,everybody gettin sick feel like supa man dis bitch,-0.6808
0,negative,really nuttin cut bitch,-0.7537
0,negative,neither fucking fuck cat pussy,0.431
0,negative,stop fucking fuck calling call legends legend trash cuz top artists artist generation take legends legend,-0.5994
0,negative,tym lyt dis blunt n holla hoes hoe,0.0
0,negative,ima shmurda dance pussy hoe,0.0
0,negative,haha bitch ass as gucci,-0.6486
0,negative,snapchat got get hacked hack hoes hoe explaining explain,-0.4019
0,negative,shoot bitches bitch ass as stupid shit like key car bust windows window,-0.959
0,negative,lou lil bitch,-0.5859
0,negative,cuz u hoe,0.0
0,negative,neck titties titty pussy,0.0
0,negative,bitches bitch aint shit amp pussy greatest great vice love smokin weed hate advice,0.6154
0,negative,many bitches bitch not enough queens queen,-0.8271
0,negative,swing really like woman old hag ass as bitch,-0.6712
0,negative,saying say one point life deonte took take cuffed bitch year later fucked fuck,-0.9136
0,negative,bitches bitch knw let ride certain shit work mentioning mention,-0.8807
0,negative,quicc blast bitches bitch cash bitches bitch,-0.9468
0,negative,heard bitch say im ugly ha nigga thank different say mainline dont treat different,-0.666
0,negative,nicca perfect heart pure,0.5719
0,negative,bitch stfu u livin tax money pay shit like u get white power shit head,-0.872
0,negative,jj watt grown man shit night let get yankees yankee,-0.3818
0,negative,dive pussy like,0.3612
0,negative,bitch u not u look like full breaded bread cracker,-0.7105
0,negative,mean distracted distract bitch,-0.8126
0,negative,lol liked like album double album trash son smh,0.7003
0,negative,niggas nigga wearing wear toms tom amp uggs amp bitches bitch wearing wear jays jay amp timbs lol aint usher meant said say trading pla,-0.8074
0,negative,lets let butt chug mikes mike hard lemonade,-0.1027
0,negative,fight ur choice game faggot see happens,-0.7906
0,negative,fuccccck niggah cali swag r p jayare,0.0
0,negative,turning turn heartless bitch,-0.7906
0,negative,young buck wan na eat dat nigguh like aint fuckin dis,0.3612
0,negative,know hoes hoe good singers singer stop making make love songs song,0.7096
0,negative,bunch hurt niggas nigga amp bitches bitch ig timeline tonight muhfuckas lame hell b,-0.9678
0,negative,like flat tire need fix run em put gun em ask pussy nigga ya bitch,-0.5719
0,negative,fuck hoes hoe bigger big problems problem like cook house lol,-0.5574
0,negative,shake bear aka two rednecks redneck sex dead bear,-0.7184
0,negative,keep ur bitch leash,-0.5859
0,negative,god given give right white bitches bitch,-0.765
0,negative,news eyelid still spasming putting put mascara today bitch wtf,-0.8225
0,negative,sounds sound like bout smack hoe,0.3612
0,negative,hope realize retarded retard,-0.6369
0,negative,boyfriend smart ass as bitch watch wear pants pant fucking fuck unzip k,-0.8442
0,negative,man bitches bitch love beyonce punch line,-0.5423
0,negative,vin scully called call camel jockey liesaboutvinscully,0.0
0,negative,turn bitch real quick,-0.5859
0,negative,niggas nigga wan na cheat start argument girl bitch told hate ketchup hotdogs hotdog fuck im,-0.9578
0,negative,kidding kid boycottcriminalintent lost lose fave program take belt bitch,-0.6705
0,negative,ima knock pussy like fight night,-0.0258
0,negative,gstar suspenders suspender got get bad bitch bitch,-0.9022
0,negative,well gon na take da bitch naw,-0.4019
0,negative,nfn bitch much,-0.5859
0,negative,mfn birthday pink champaign dat bitch,-0.5574
0,negative,bitch looks look like spongebob,-0.3182
0,negative,jenna faggot,-0.6597
0,negative,theory say ratchet pussy juicy j proven,0.0
0,negative,awnser phone pussy,0.0
0,negative,cant stand people get fucking fuck amped especially whiny bitches bitch even get scared scar,-0.9397
0,negative,bitch ask dont hit dont talk bitch want hit ignore respond hours hour later,-0.884
0,negative,asshats cair called call islamophobe would say guilty fuck pass pas bacon bitch tcot,-0.8779
0,negative,gon na hold tongue could get another team anymore fuckin retarded retard,-0.7964
0,negative,bitch reason think funny sometimes,-0.2263
0,negative,principle ghetto elementary school doubt fingers finger crossed cross,-0.3612
0,negative,hate faggots faggot talk shit block respond bitch write letter response,-0.9738
0,negative,handle people give attitude dead quick like nasty bitch,-0.8807
0,negative,lying lie ass as hoes hoe lol,-0.6249
0,negative,dat bitch thot,-0.5859
0,negative,see two bitches bitch cluuuuub living,-0.8271
0,negative,drop bitch atomic bomb,-0.8442
0,negative,smile like retard kid took take till like th grade learned learn naturally smile,0.6808
0,negative,comeover bitch,-0.5859
0,negative,niggers nigger,-0.6486
0,negative,byron leftwich fucks fuck hard throws throw kills kill bitches bitch,-0.9747
0,negative,lowkey bitch one ride lowkey,-0.5859
0,negative,yeah checked connection fucking fuck wifi check lil bitch nigga,-0.7269
0,negative,inb unfunny nigger kill,-0.875
0,negative,people fucking fuck retarded retard lol,-0.8316
0,negative,bitches bitch know wan na play basketball look sexy bro,-0.4404
0,negative,kick cunt,-0.4939
0,negative,bitch yeah want bitch,-0.7269
0,negative,imma get home around problem coon leaving leave bar drank shots shot crown royal think still drive,-0.4404
0,negative,need new hoes hoe,0.0
0,negative,lmao im bein foreal fuck bitches bitch like,-0.7003
0,negative,sick hoes hoe oml,-0.5106
0,negative,african colored color car push niggerous whips whip,0.0
0,negative,way niggah flinched flinch movie priceless,0.0
0,negative,little bitch told sloppy top hoppy gave give sloppy toppy like sloppy toppy goddess,-0.0534
0,negative,bet pay back bitch,-0.6369
0,negative,bitches bitch corny sooooooo corny,-0.8271
0,negative,would expect nothing less dominion oh way sec bitches bitch,-0.8271
0,negative,realtalk hoe try get serious someone expect anything piece meat,-0.0772
0,negative,pussy dry,0.0
0,negative,haha ight nig calm yoself,0.6486
0,negative,lol matches match early ic champion bitches bitch really would go ham,-0.25
0,negative,bored bore hoe auditorium hmu,-0.4767
0,negative,fuck basic bitch,-0.8074
0,negative,got get ta find know cali got get hoes hoe,0.0
0,negative,picture makes make look like serious fag justsayin lol,0.2263
0,negative,ignorant cement headed head hillbilly said say taxing tax cant fuckin read fucking fuck knob gobbling gobble douchebag,-0.8625
0,negative,pic standing stand bitch looks look like voltorb,-0.3182
0,negative,right spam eating eat pussy might well eat ass as,-0.5994
0,negative,ppl uk go dumb hard curse like shitting shit cunt like dam cunts cunt shit,-0.9735
0,negative,rams ram fags fag,-0.4767
0,negative,soon bitches bitch get come got get one bitch cant wait tell ppl downfall come haters hater,-0.9552
0,negative,rather girl clingy hoe,0.0
0,negative,pure trash,0.0
0,negative,faggot like side state,-0.4404
0,negative,god damn chinks chink,-0.1531
0,negative,yep messier dangerous environmentally unfriendly retarded retard new spouts spout,-0.8885
0,negative,one day fucking fuck school god nansemond fucking fuck retarded retard,-0.9186
0,negative,loyal pussy best pussy cus cu u know,0.8074
0,negative,raaa bitch raaa,-0.5859
0,negative,things thing go way total bitch,-0.5859
0,negative,knows know white folk playin wit colored color knows know place,0.0
0,negative,tick tack toe linin yo hoe,0.0
0,negative,lt lt go big mouth bitch busy choking choke cock told find,-0.8979
0,negative,call st thing da let know dat pussy yo mind,0.0
0,negative,jen bitch daquan dropped drop kids kid today keisha bitch got get kids kid jen not bitch swallowed swallow em,-0.926
0,negative,bros hoes hoe bro hoes hoe,0.0
0,negative,nudesaremylife omfg mine faggot,-0.6597
0,negative,ya name gain weight ya ex bitches bitch cant let go,-0.6486
0,negative,whoever called call lowest low common denominator not stupid pussy number probably mature definitely,0.5194
0,negative,bitch know lmaooo,-0.5859
0,negative,bad bitch give good head dumb bitch get hood rich,-0.836
0,negative,slid bitch,-0.5859
0,negative,ur trash,0.0
0,negative,bitch trying try flirt niggga like,-0.3182
0,negative,dino rare form mind business hoe annually smh webb hurt,-0.6908
0,negative,want valentines valentine day big booty hoe,0.0772
0,negative,talkinfgalot shit cant back dem words word tho bitch ass as nigga u not talking talk fighting fight,-0.9079
0,negative,naw negro,0.0
0,negative,dont eem try nigga talk trash smash bros shittiest facts fact,-0.6597
0,negative,sex bitch want decks deck bitch yu gi oh,-0.8074
0,negative,play wit pussy not niggas nigga,0.5324
0,negative,dykes dyke even human tbh like empowered empower dress like man like bitches bitch alien shit,-0.7003
0,negative,aye hoe,0.0
0,negative,little bitch x,-0.5434
0,negative,kaep rape bitch,-0.8591
0,negative,mom really getting get car smh hoe f u dat,-0.3182
0,negative,move room full stay faithful room full hoes hoe,0.4404
0,negative,wan na travel world bitches bitch,-0.8271
0,negative,stolen steal cream fly xl lol really guys guy giving give classes class keeping keep bitch registering register,-0.6943
0,negative,using use fufu bitches bitch,-0.8271
0,negative,came come home found cat sleeping sleep pillow c love niggah,0.6369
0,negative,lem me make sure got get right good pussy supposed suppose pull bust nigga please,0.7579
0,negative,vine filled fill pussy lol smh,0.128
0,negative,ho said say got get register,0.0
0,negative,dawg told must saturday rockin bitch wit tha,-0.5859
0,negative,theses thesis hoes hoe phony,0.0
0,negative,tell hating hat ass as niggah shut fuck,-0.8834
0,negative,dream th grade class except current self remember thinking think crazy become hoe moron,-0.5574
0,negative,grandma used use say stop whiny little bitch eat fucking fuck gluten,-0.8484
0,negative,cried cry like bitch first breakup never loved love lol,-0.9418
0,negative,yeah played yeah got get wanted want jokes joke daddy bitch,0.6705
0,negative,tupac could fuck bitch world niggas nigga crying cry pic took take bitches bitch,-0.9738
0,negative,really talk like buck nigger,-0.3657
0,negative,literally never get home shit retarded retard,-0.6341
0,negative,bitch dick yo dinner,-0.7964
0,negative,like momma said say waste yo time plzing des de fake ass as bitches bitch bum ass as dudes dude cause gone go get u nowhere pregnant,-0.959
0,negative,shit like retarded retard,-0.8481
0,negative,someone shut beaner please,0.3182
0,negative,aww man ball small lil affair set bitch,-0.5859
0,negative,niggas nigga send hate thru bitches bitch,-0.93
0,negative,omg bitch go sleep coincidence huh,-0.5859
0,negative,themostannoyingthingsinlife people never happy bitch n moan time,0.1326
0,negative,say make bitches bitch calling call cellular,-0.8271
0,negative,chink eyed,0.0
0,negative,crazy girlfriends girlfriend usually love longer amp got get best pussy,0.7906
0,negative,alyssa ignoring ignore bitch better well text back cause serious fuck u smokey,-0.8316
0,negative,making make today bitch,-0.5859
0,negative,tell nick cannon bout invite wiz wild n hit wit fucked fuck bitch diss dis haha,-0.8442
0,negative,fuck niggah add gt gt gt,0.2023
0,negative,gave give bakers baker took take pay cuts cut killed kill twinkie tell fucking fuck truth,-0.9442
0,negative,got get name mouth got get bitch dick,-0.7964
0,negative,like trailer trash chick would name cat,0.3612
0,negative,lil pussy stomach pouch thingy wear tight clothes shit unattractive,-0.7579
0,negative,brah falls fall white bitches bitch crazy,-0.8779
0,negative,sarcastic cunt yes,-0.3612
0,negative,humpday hoe,0.0
0,negative,ugly hoe,-0.5106
0,negative,oh totes tote girl also blasting mayday wearing wear oversized hoodie get queer,0.0
0,negative,go sleep bitch stfu,-0.5859
0,negative,bout delete thirsty hoes hoe twitter nigga nobody yall look sooo wack,0.0
0,negative,supp wigga,0.0
0,negative,trying try non contact hockey dont call anyone else pussy,0.0
0,negative,not amp tried try beat much weaker creepy ass as cracker dead zimmerman woman,-0.8934
0,negative,beat pussy right,0.0
0,negative,lol man bitch shutup salty lowkey,-0.25
0,negative,got get ta able keep bitch feet foot knees knee next nigga,-0.5859
0,negative,last retweet bitches bitch confused confuse,-0.8979
0,negative,good morning hoes hoe pimps pimp,0.4404
0,negative,southerners southerner know difference redneck white trash,0.0
0,negative,not cat pussy black bored bore kid kills kill cop starting start fire outrage phony,-0.9517
0,negative,porn ads ad convincing af click bitches bitch appear bed damn right ima click shit nigga,-0.9062
0,negative,yeah didnt wana bring pussy us u tell us u could go find one mexican city full,0.296
0,negative,bf posts post pic daughter like keep scrolling scroll comments comment necessary yes bitch know cute,0.5267
0,negative,basic bitches bitch gt basic cable,-0.765
0,negative,got get couple bitches bitch saying say know let money talk like wwyd,-0.7351
0,negative,niggas nigga like fuckin roaches roach let one hot dam infested infest crazy bitch dig yo ass as,-0.8625
0,negative,yall niggas nigga gon gay yall got get ta top dressing dress bitch shit women woman wouldnt even dare wear smh,-0.8834
0,negative,murda mook rip shit,-0.5574
0,negative,eat pussy,0.0
0,negative,like something year old talking talk back mom amp taking take uncles uncle truck without permission like bitch need fucken relax,0.8742
0,negative,gigantic big faggot chubbs bout earl,-0.6597
0,negative,say fool stands stand nothing well say cunt,-0.27
0,negative,life bitch every dog day,-0.5859
0,negative,thats thing nigga ask forrt choosable bitches bitch tonite,-0.8271
0,negative,bitches bitch amp niggas nigga trippin offa type relationship amp duddy got get like not fuccing amp not dating date,-0.8225
0,negative,nicca need maid str,0.0
0,negative,get bunch money spend drugs drug mobbin bitches bitch never fall love,-0.9015
0,negative,im happy morning shave pussy cuteness always sets set good day u need dick,0.765
0,negative,last year cuffed bitch well ovaaaaaa,-0.4019
0,negative,like chinese buffets buffet hate chinks chink,-0.296
0,negative,well looks look like buying two big bitch box busch na,-0.0516
0,negative,lol got get ta let hoes hoe know pow pow aint want gt gt,-0.0129
0,negative,remember phone sex white bitch said say pussy tasted taste like salt vinegar chips chip tal,-0.3182
0,negative,hoes hoe dying die attention,-0.5994
0,negative,open cold beer becomes warm finish bitch,-0.4404
0,negative,thanks nig,0.4404
0,negative,hate female got get mentality niggah,-0.5719
0,negative,call bitchassness nicca tell female another man got get mad girls girl throwin salt man gay straight,-0.3182
0,negative,beauty not needing need wanting want man priceless idk see bitches bitch strung fuck men joint custody,-0.8176
0,negative,right ear throbbing throb harder virgins virgin pussy,0.0
0,negative,hoe good,0.4404
0,negative,got get time dem hoes hoe aint wassup,0.0
0,negative,mention bitch past first give fuck second care third,-0.6249
0,negative,worst bad bm world smh bitch devil,-0.959
0,negative,wait ever put ur finger lil hole back pussy cool,0.3182
0,negative,bae juss new side bitch lingo u aint special hoe,-0.7234
0,negative,thought retard,-0.5267
0,negative,toto means mean ass as vagina think pussy cause toto santi like nasty pussy,-0.6808
0,negative,life bitch harsh enough guys guy need girl make feel better well help relieve stress,-0.0772
0,negative,rt killed kill bitch dick,-0.9538
0,negative,throw faggot word smh smh smh,-0.8834
0,negative,niggas nigga world tf bitches bitch mess friends friend nigga,-0.743
0,negative,pillow talkin bitches bitch see bad nigga basic,-0.9042
0,negative,bow bitches bitch bow bitchess,-0.8271
0,negative,dad goes go son bitch lights light cigarette kitchen oh,-0.5859
0,negative,something different turn hoe,0.0
0,negative,covering cover half face still prettier hoes hoe skndndnddnd,0.4767
0,negative,bitches bitch really love soda,-0.4951
0,negative,fat bitch said say next time forget potato chips chip,-0.6908
0,negative,nicca still tired tire last night wtf,-0.7717
0,negative,omg nathaniel come mr pussy mr pussy lol,0.4215
0,negative,lol thats grwn man shit nd bitches bitch b loven,-0.8591
0,negative,keep ya draws draw hoe,0.0
0,negative,nooo lmfao bitch ya bitch,-0.6249
0,negative,retweet spam faggot dick going go,-0.8807
0,negative,hoes hoe lying lie olivia get bottom scandai,-0.5267
0,negative,pussy poppin headstand ur eating eat watermelon,0.0
0,negative,already know mane since th grade killin hoes hoe,0.0
0,negative,fuccn yo bitch last night say nigga,-0.5859
0,negative,bitch pussy,-0.5859
0,negative,bitch u bs b fck yah,-0.5859
0,negative,pornhub get gaming game stream feature dumb bitches bitch gtfo get katie lt,-0.9001
0,negative,put much effort bitches bitch gettin none back give exactly give,-0.8271
0,negative,fuck nigga gon na wan na see tell nigga stop acting act like bitch,-0.7906
0,negative,privilege thrown around willy nilly got get ta earn right call bitch,-0.3182
0,negative,damn kinda trash man many actually threesome honestly,0.0772
0,negative,great qb fold pressure gshit u blitz peyton ass as gon gook,-0.1531
0,negative,yall bitches bitch know friends friend,-0.34
0,negative,grew grow niggahs trust niggah love niggahs,0.8176
0,negative,joe ripping rip nobel prize winner hes he not little bitch morningjoe,0.8737
0,negative,ur wrong stupid nigger,-0.8957
0,negative,beat pussy yg,0.0
0,negative,marriage not everyone bitches bitch want u sleepover sometimes,0.7592
0,negative,not sick muzzie trash,0.4023
0,negative,come watch godzilla faggot,-0.6597
0,negative,pussy watch nuh mi neva lov mon badmon,0.0
0,negative,huh lol mad nigger mad,-0.836
0,negative,need get sheriff rick show pussy ass as police officers officer boss bos,-0.5423
0,negative,mann fuckk dat shit fuckk dat bitch,-0.8126
0,negative,unblock bitches bitch,-0.8271
0,negative,actually crying cry bitch,-0.875
0,negative,females female love stealing steal someone boyfriend not cute hoes hoe need morals moral amp life goals goal,-0.6346
0,negative,hoes hoe wearin flowers flower around head hope bee sting ass as,-0.1531
0,negative,go back forth girl youre bitch let disrespect youre bitch lol,-0.8225
0,negative,pussy shut,0.0
0,negative,niggas nigga hoes hoe man swear,-0.3818
0,negative,haha private industry birthday needed need celebrated celebrate bday past month wait see nig lol,0.9217
0,negative,hoes hoe sooo average course,0.0
0,negative,give flying fly fuck think tweets tweet worthless teabagger scum,-0.7506
0,negative,naaaaa popped across tl commented comment nice try faggot,-0.3818
0,negative,nothing funnier watching watch somebody live complete different life internet like hoe think foolin,0.0624
0,negative,bitch got get ta die deaths death gtfoh,-0.9118
0,negative,aye lot niggas nigga fuck bad bitch unless get drunk smh preach,-0.9509
0,negative,text bitches bitch make wish come true,-0.4939
0,negative,little scrawny white boys boy play ghetto rap music walk around,0.34
0,negative,love airing air everyone loved love kill la kill like fucking fuck trash everyone loved love hates hate,0.5267
0,negative,lmao u really call hoe lol yeah hoe,0.8467
0,negative,abed gon na retire florida get bad bitches bitch nursing home,-0.9042
0,negative,yuh bitch ass as ull get smacked smack quick,-0.8074
0,negative,kill beaner,-0.6908
0,negative,real jokes joke aside hoes hoe know coolest women woman ever met,0.4939
0,negative,roll weed bitch shake ass as hoe,-0.8402
0,negative,not hollywood nig u brought twitter n bounced bounce,0.0
0,negative,people person know lil gabby got get hoes hoe,0.0
0,negative,bitch ass as nigga square,-0.8074
0,negative,gon na smoke weed alcohol stupid faggots faggot getting get stupid drinking,-0.9468
0,negative,wan na eat fuck u talking talk bout bitch,-0.8074
0,negative,sexy japanese slut fingers finger toys toy pussy steps step squirting squirt juice,-0.1027
0,negative,happy birthday hoe always love even go year without talking talk bc petty still sister,0.7964
0,negative,bitch two jobs job starting start school th fuckwhatyouheard,-0.5859
0,negative,sup nigga cracker home boy ya know blah forget hey ya,-0.3182
0,negative,emotional shit absolutely birds bird,-0.4588
0,negative,nigga screamed scream like lil bitch lol,-0.5423
0,negative,rt mj fav bitch nigga,-0.2023
0,negative,gummy worms worm bitch beast,-0.5859
0,negative,still think pussy haha,0.4588
0,negative,call house nigger racist fathom hypocrisy statement,-0.8519
0,negative,bitch qualitest dont act right wisewordsfromwebb,-0.5859
0,negative,man feel like bitch living female havin buy yo shit fucc never dependent someone,-0.7096
0,negative,porn android iphone ipad sex xxx hiddencams candid pussy shots shot hidden c,0.0
0,negative,bitch im smd hoe,-0.5859
0,negative,nobody ever gon na take ass as clown serious lil bitch,-0.8225
0,negative,twelve yeah scale one ten bitch,-0.3818
0,negative,certain niggaz even get bitch attention hey,-0.4019
0,negative,hate netflix stop amp asks im still watchin like yes u think got get amp started start doin somethin life bitch put,-0.6705
0,negative,hey fag lt,-0.4767
0,negative,stand bitch ass as niggas nigga,-0.8658
0,negative,not scared scar pepper spray bitch hand gently resting rest fanny pack,0.5867
0,negative,cause tired tire big bitches bitch coming come us u skinny girls girl,-0.891
0,negative,ant pussy man make pull pic,0.0
0,negative,wrong bitches bitch breh,-0.8957
0,negative,body count went go one semester not hoe love sex famu,-0.5216
0,negative,please control yo hoe,0.3182
0,negative,gucci mane bitch,-0.5859
0,negative,hate bitches bitch get boyfriends boyfriend forget like got get together,-0.8957
0,negative,nicca shit day,-0.5574
0,negative,yall got get b stfu negro,0.0
0,negative,wack ass as hoes hoe,-0.5423
0,negative,listen joe bitch things thing tell half truths truth msnbc viewers viewer deserve better well morningjoe,0.6486
0,negative,going go pussies pussy,0.0
0,negative,fucc hoes hoe dats dat feel,0.0
0,negative,soo much bitch take,-0.5859
0,negative,give three wishes wish wish wish wish would bitch,0.765
0,negative,dear spoiled spoil suburban bitch,-0.296
0,negative,killin tekken lies lie trash,-0.4215
0,negative,envy bitches bitch long full eyelashes eyelash,-0.8689
0,negative,streets street dirty hoe niggad try wife though,-0.4404
0,negative,many fuckin fags fag even get shouldnt allowed allow wallet whilst influence haha,-0.194
0,negative,lol mane shut dat bitch shit youn fucc wit,-0.6808
0,negative,figured figure hoes hoe wan na play games game fuck em leave em,-0.3182
0,negative,must part cat family cuz fucking fuck pussy,-0.5423
0,negative,dont fuck wit youuuuuuuu lil stupid ass as bitch,-0.8338
0,negative,boozer trash,0.0
0,negative,mum told guy one direction puffin dutchy nd like least cunt isny mad smackhead,0.233
0,negative,spaceship shit retarded retard,-0.8934
0,negative,catch yo bitch sending send nudes nude another nigga,-0.5859
0,negative,people play roleplayinggames human filth deserve respect give mosquito soulless gutter trash,0.6705
0,negative,lol new kid school thinks think take tetherball bout show get playground pussy baller,0.4215
0,negative,shoot shorty bitch,-0.7351
0,negative,real niggah want,0.0772
0,negative,random rap song person next listening listen makes make wan na make lotta money fuck lotta hoes hoe feel,-0.5423
0,negative,following follow whole bunch bitches bitch look better well girl nothin make wan na cheat,-0.7717
0,negative,put bitch shame,-0.7845
0,negative,pussy boa,0.0
0,negative,lightskin bitches bitch crying cry got get valentine bitch maybe read unreads msgs msg yo,-0.9565
0,negative,lmao bitch boy,0.0258
0,negative,dez caked bitch something cause hes he not playing play like dez bryant,-0.8195
0,negative,eat shit nigga bitch turd bag dick beetle,-0.8934
0,negative,rt something else another bitch panties panty love swear,0.0516
0,negative,one hoes hoe downloaded download jailmail app,0.0
0,negative,thing cunt talked talk crying cry traffic jam knows know nothing abou,-0.8555
0,negative,niggas nigga bitches bitch bitch ass as niggas nigga dike ass as hoes hoe black ass as bright ass as hoes hoe fag tags tag scally wags wag,-0.9844
0,negative,yesallmen hoes hoe loyal,0.4767
0,negative,gunna let bitch like,-0.3182
0,negative,bitch fuss amp amp fight niggah thats hugged hug amp amp boo w next bitch clearly doesnt gaf bout u,-0.4019
0,negative,oh yeah especially winston niccas lmao think wont lol niggas nigga,0.7242
0,negative,thursday see bitches bitch dressed dress like hallways hallway runways runway clown make girls girl guys guy pants pant belo,-0.7351
0,negative,young based base god olympics stay fuckin bitches bitch,-0.765
0,negative,neighbors neighbor hate cuz smoke weed blast ghetto music room,-0.5719
0,negative,bitches bitch loud reason,-0.8271
0,negative,happy bday ya bitch,-0.0258
0,negative,watched watch one bitch holding hold camera said say yall need hurry battery die nooooo,-0.8271
0,negative,lebron bout cry lil bitch,-0.7845
0,negative,reathie scared scar thenna bitch,-0.7717
0,negative,love bitch fight,-0.296
0,negative,dick wants want pussy,-0.4588
0,negative,look hoes hoe man fuck hoes hoe niggah lets let get smoked smoke,-0.5423
0,negative,got get ta put back rotation heard u say lil stupid ass as bitch minute fam u slackin lol,-0.836
0,negative,miss fag friends friend,0.3818
0,negative,true sand niggers nigger amp bum brits brit claim atg hall fame legend smh,-0.2263
0,negative,fight love make something bitches bitch think nothing,-0.7269
0,negative,cant tell anything bitch im one click away google times time,0.4717
0,negative,bitch ion got get attitude sorry hoe shaded shade rn,-0.6249
0,negative,girl retarded retard,-0.7964
0,negative,fat bitches bitch got get pictures picture,-0.8271
0,negative,omg chloe pulled pull house like come outside bitch hella cray,-0.3182
0,negative,one bitches bitch make money,-0.8271
0,negative,bitch stop hating hat immaculate suit,-0.8519
0,negative,let hoes hoe tell man,0.0
0,negative,days day bitches bitch beef w something nothing w bitch yo ugly ass as factor,-0.9231
0,negative,bitch stay bitch look keep pussy tucked,-0.8225
0,negative,told side bitches bitch w motives motif powerful u think sleep,-0.7096
0,negative,bitch macdonalds say u look lil devilish day homey oh well bitch woke like woke like bey,-0.6808
0,negative,nippin clarke motel bitches bitch get free pizza every day tip shit also never give us u business game,-0.8402
0,negative,bout unfollow bitches bitch follow currently follow new bitches bitch need change life feel like good start,-0.9001
0,negative,hoes hoe dyke,0.0
0,negative,ball life bitch bench life,-0.5859
0,negative,ever saw kendall jones person id kill sight hate bitch anything life,-0.9217
0,negative,tired tire dealing deal hoes hoe dick not,-0.7351
0,negative,bitch cause u wanted want fight show tryna make bet shit get yo friendly ass as twitter,-0.875
0,negative,retweet big booty bitches bitch,-0.8271
0,negative,even play flappy bird anymore fuck,-0.2732
0,negative,bitches bitch really wave shaq got get hoes hoe,-0.8271
0,negative,price pussy toronto declined decline one henessey bottle quarter pounder combo large fries fry,0.0
0,negative,enraged enrage lb mike brown lethal weapon legs leg hatred police amp whitey added add fuel arsenal,-0.9136
0,negative,man trying try eat nigga said say bitches bitch showed show nothin,-0.8271
0,negative,fuck bitch,-0.8074
0,negative,porn android iphone ipad sex xxx homemade home made make wife rubbing rub pussy,0.0
0,negative,pussys pussy pussy get need,0.0
0,negative,tupac said say killer push revenge sweetest joy next getting get pussy,-0.5994
0,negative,stop calling call bitch crystal voice,-0.7184
0,negative,hoe gon hoe hunnid,0.0
